LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
65,9100,1Fam,4,7,2,0,5,1970,832,3,GasA,Y,1656,0,2008,130130.705055072
60,7892,1Fam,8,5,1,0,5,1990,1582,3,GasA,Y,2002,0,2009,245470.374068362
21,9291,1Fam,7,5,2,0,5,1955,485,3,GasA,Y,1352,0,2010,134198.844848399
82,14191,1Fam,5,5,1,0,4,1953,952,3,GasA,Y,1097,0,2006,155762.689257222
83,13284,1Fam,7,7,2,0,9,1941,725,3,GasA,Y,1872,0,2008,207989.979095115
78,13869,1Fam,8,6,2,1,6,1965,1728,3,GasA,Y,2036,0,2008,260381.912545252
85,14450,1Fam,9,7,2,1,9,2006,1268,3,GasA,Y,1340,0,2006,262726.501158603
50,2308,1Fam,8,5,1,0,5,1997,991,4,GasA,Y,1470,0,2008,191346.0600688
45,10800,1Fam,6,7,2,0,9,1960,1070,1,GasA,Y,960,0,2009,141222.085235642
75,6240,1Fam,7,5,2,1,6,1976,768,4,GasA,Y,1518,0,2008,132481.35433402
75,11120,1Fam,6,6,0,0,6,1995,799,3,GasA,Y,2358,0,2009,179457.277442061
60,10839,1Fam,7,6,2,1,8,1982,780,3,GasA,N,1652,0,2006,189553.378670384
86,11844,1Fam,5,5,2,1,6,1962,1844,3,GasW,Y,2142,0,2008,209918.801384401
50,5520,1Fam,5,5,1,0,4,2003,789,3,GasA,Y,1674,0,2010,171593.708249791
64,5825,1Fam,7,5,2,0,5,2004,1896,3,GasA,Y,752,0,2008,181538.613058124
21,7700,1Fam,7,5,2,1,6,2007,1392,4,GasA,Y,1552,0,2006,214309.214610195
140,11200,1Fam,5,6,2,0,9,2005,1028,3,GasA,Y,904,0,2008,175549.891439493
32,9382,1Fam,6,4,2,0,7,2000,1088,2,GasA,Y,1466,0,2008,177705.850613315
98,11146,1Fam,7,5,1,1,5,2009,848,2,GasA,Y,1992,0,2006,237786.024246783
24,4438,1Fam,6,5,1,1,7,1926,440,3,GasA,Y,1120,0,2009,88510.3383471503
21,26178,1Fam,5,5,3,0,8,1993,680,3,GasA,Y,1509,0,2009,141020.914818978
61,16669,1Fam,5,4,1,0,6,1995,641,3,GasA,Y,1590,0,2007,132976.865535281
64,8450,1Fam,5,5,1,1,6,1971,953,4,GasA,Y,1285,0,2008,139145.060747237
60,10355,1Fam,6,5,1,1,6,2006,1057,2,GasA,Y,1644,0,2007,154275.608640877
78,8068,2fmCon,4,5,2,0,8,1900,0,3,GasA,N,1068,0,2008,83826.964295065
82,5520,1Fam,6,5,2,0,7,1973,1208,3,GasA,Y,958,0,2007,127234.985057589
85,9786,1Fam,6,7,2,0,9,1946,1264,3,GasA,Y,1556,0,2009,187477.433749813
50,8963,1Fam,8,5,2,0,6,1994,1362,3,GasA,Y,864,0,2007,172074.855707151
74,14200,1Fam,4,6,1,0,5,1957,828,3,GasA,N,2414,0,2007,220331.93121199
75,7800,Twnhs,7,7,2,0,7,1946,780,3,GasA,Y,1148,0,2006,141147.557971848
79,7750,TwnhsE,8,7,1,0,6,1958,1482,3,GasA,Y,2417,0,2010,287268.718802948
55,14850,1Fam,6,6,2,0,6,1956,616,3,GasA,Y,1820,0,2007,172994.154026669
70,3072,1Fam,5,7,2,0,5,1980,1440,5,GasA,Y,1786,0,2006,157440.702833116
69,11249,1Fam,5,8,1,1,7,2005,907,4,GasA,Y,861,0,2007,182356.957698435
60,12209,1Fam,8,7,2,1,7,1946,1117,3,GasA,Y,2236,0,2007,235601.45477116
21,5350,TwnhsE,5,5,1,0,6,2002,784,4,GasA,Y,1505,0,2007,190127.757644984
43,11050,1Fam,5,5,1,0,6,1958,1056,3,GasA,Y,1734,0,2006,159844.744388356
51,9286,1Fam,4,6,2,0,8,1980,1117,3,GasA,N,1800,0,2008,131862.239447062
50,8765,1Fam,9,7,2,1,8,2002,720,3,GasA,Y,960,0,2006,213555.75054805
74,7758,1Fam,5,5,2,2,7,1920,480,2,GasA,Y,1048,0,2006,90659.9978489485
65,8800,1Fam,5,5,2,0,4,1948,560,3,GasA,Y,1337,0,2010,130391.41221016
55,9313,1Fam,5,8,1,0,4,1968,0,2,GasA,Y,999,0,2007,90863.8159271274
85,3182,1Fam,6,5,2,1,6,1937,1670,4,GasA,Y,720,0,2007,156604.235039365
87,8750,1Fam,6,7,2,0,5,1910,1484,2,GasA,Y,864,0,2008,146048.15317787
80,11040,1Fam,7,5,1,1,4,1976,912,3,GasA,Y,2054,0,2009,196891.973568886
105,11751,1Fam,5,6,2,0,7,2002,1142,4,GasW,N,1768,0,2009,191189.381252033
60,5784,1Fam,5,7,2,1,5,1910,847,3,GasA,Y,1786,0,2010,95804.1064555684
60,13568,1Fam,6,5,2,1,7,2006,1145,3,GasA,Y,2158,0,2007,208760.170019278
36,7819,Twnhs,8,5,2,1,5,2006,848,1,GasA,Y,1694,0,2006,195167.604670686
78,15660,1Fam,7,6,2,0,6,1977,1086,4,GasA,Y,1428,0,2007,204052.656711428
60,10800,1Fam,6,5,2,1,8,1960,1064,3,GasA,Y,1086,0,2009,144704.159803548
72,15611,1Fam,7,5,2,0,7,2004,1136,1,GasA,Y,1719,0,2008,248518.957243378
73,5500,1Fam,4,7,2,1,8,2006,864,3,GasA,Y,1362,0,2006,118568.836503717
85,11616,1Fam,9,5,1,0,8,2005,702,3,GasA,Y,2080,0,2006,279945.103378719
85,13837,1Fam,5,6,1,0,6,2000,1372,3,GasA,Y,1228,0,2009,170851.862859203
68,8777,1Fam,7,5,2,1,11,1940,672,2,GasA,Y,1732,0,2009,147025.80190592
60,10800,1Fam,7,6,2,1,6,1965,845,3,GasA,Y,1554,0,2009,198811.622507579
105,11851,1Fam,4,7,2,0,9,1976,1293,3,GasA,Y,1828,0,2009,194134.456104956
70,8544,1Fam,4,7,2,0,10,1937,1410,4,GasA,Y,1509,0,2010,125366.697490662
74,3982,1Fam,5,6,2,0,9,1965,1237,2,GasA,Y,1743,0,2010,128365.638455105
67,3880,1Fam,8,5,2,1,5,1973,1362,2,GasA,Y,1144,0,2009,160147.093630823
75,12090,1Fam,7,5,2,1,6,1994,864,2,GasA,Y,1728,0,2007,212645.45210357
60,7630,1Fam,8,5,1,0,9,2006,1024,3,GasA,Y,1574,0,2010,217689.80480866
69,1680,1Fam,8,8,1,1,5,1890,1604,3,GasA,Y,2042,0,2006,224383.39819399
47,9588,1Fam,6,5,2,1,6,1923,1276,2,GasA,Y,1183,0,2006,146200.219675357
48,11228,1Fam,7,5,2,0,5,1988,1092,4,GasA,Y,1080,0,2007,154848.725116384
121,15611,Duplex,7,5,2,1,11,1941,968,2,GasA,Y,2295,0,2006,204159.413574753
80,9600,Twnhs,8,4,2,1,6,2007,1604,3,GasA,Y,1218,0,2008,249434.618434914
70,2645,1Fam,7,5,2,0,7,1997,738,2,GasA,Y,1652,0,2009,182303.719028402
50,9020,1Fam,5,5,2,1,7,2000,1742,3,GasA,Y,1774,0,2009,212725.108529538
70,9590,1Fam,7,1,2,0,8,1950,1726,3,GasA,Y,1986,0,2006,219821.541968002
66,9187,1Fam,6,5,1,2,6,1998,796,2,GasA,Y,630,0,2008,165836.262765419
74,12640,1Fam,5,5,1,0,8,1960,978,3,GasA,Y,2630,0,2009,170701.58722872
88,10084,1Fam,8,6,2,0,6,1958,1056,3,GasA,Y,1869,0,2008,261255.105291718
98,3000,1Fam,7,7,2,1,9,1952,1008,3,GasA,Y,1479,0,2009,189087.905375437
100,2001,1Fam,5,6,2,1,8,1960,990,3,GasA,Y,1056,0,2007,149523.759851833
63,6629,2fmCon,8,5,1,0,7,1976,1952,3,GasA,Y,1434,0,2010,259061.049018975
60,12615,1Fam,7,6,2,0,5,1996,672,3,GasA,Y,1786,0,2008,243151.195204403
50,5500,1Fam,7,6,1,1,4,1954,600,3,GasA,Y,1291,0,2009,114202.249990158
82,1680,1Fam,6,5,2,0,8,1914,1304,3,GasA,Y,1120,0,2007,99331.1068943091
75,8529,1Fam,5,5,1,0,7,1959,804,3,GasA,Y,1720,0,2009,148444.480926795
86,12376,1Fam,4,5,1,0,6,1959,1212,3,GasA,Y,2229,0,2010,154697.034357849
174,10440,1Fam,7,5,2,1,7,1971,1113,2,GasA,Y,1026,0,2008,169046.974497903
92,3196,1Fam,7,6,2,1,7,1966,1063,3,GasA,N,1694,0,2007,188339.232404701
47,21453,1Fam,7,5,1,1,6,2005,840,3,GasA,Y,2121,0,2009,202769.634891273
50,12046,Twnhs,7,5,1,0,4,1970,1686,3,GasA,Y,780,0,2007,193900.019378283
50,3000,1Fam,9,5,2,0,6,2003,836,3,GasA,Y,1440,0,2006,218459.378918105
80,10800,1Fam,8,5,2,1,6,1910,1461,3,GasA,Y,2223,0,2006,308151.310170372
74,5000,1Fam,6,6,1,0,6,1971,1190,3,GasA,Y,1297,0,2007,154850.436873532
57,10134,1Fam,7,4,1,0,5,1953,561,1,GasA,Y,1541,0,2006,173311.505845389
88,9920,1Fam,6,5,1,1,6,1954,1095,2,GasA,Y,1163,0,2007,137434.936730398
88,5063,2fmCon,6,5,1,0,6,2006,950,3,GasA,Y,1922,0,2006,188722.421109442
47,7922,1Fam,6,6,2,0,8,1978,866,2,GasA,Y,1709,0,2008,142748.841224292
94,8400,1Fam,6,5,1,1,8,1948,1302,0,GasA,Y,754,0,2010,127256.220995546
78,12137,1Fam,5,5,1,0,5,1957,1003,6,GasA,Y,914,0,2007,105738.575945138
34,12464,TwnhsE,7,6,2,0,8,2007,901,2,GasA,Y,1718,0,2009,234443.579401189
107,16492,Duplex,9,5,2,1,6,2000,864,2,GasA,Y,1470,0,2007,219652.283135367
91,8544,Duplex,6,5,1,0,6,2002,855,4,GasA,Y,1062,0,2008,146542.744554135
80,9245,TwnhsE,5,6,1,0,5,2006,1494,2,GasA,Y,1742,0,2009,201037.026409273
60,12243,1Fam,5,7,2,1,7,2000,848,3,GasA,Y,1541,0,2006,203085.242903555
76,10480,1Fam,5,5,1,1,8,1915,1392,4,GasA,Y,1102,0,2008,151232.061528372
66,10570,1Fam,5,5,1,0,6,2003,847,4,GasA,Y,1200,0,2008,172941.217501829
68,7180,TwnhsE,6,5,1,0,5,2006,1079,2,GasA,Y,1947,0,2008,191719.545852457
33,14559,Twnhs,5,7,2,0,6,1930,1293,2,GasA,Y,1302,0,2007,172770.335752767
21,10200,1Fam,9,5,2,1,6,1960,1462,3,GasA,Y,1442,0,2009,212158.039398291
39,10206,1Fam,5,5,2,0,7,1931,1065,2,GasA,Y,1069,0,2008,136647.01660079
75,11250,1Fam,5,5,2,0,5,1980,1040,3,GasA,Y,672,0,2009,114729.597572995
100,15576,1Fam,4,8,2,1,9,2003,1316,2,GasW,Y,1501,0,2008,163952.812139904
79,9000,1Fam,5,8,2,0,7,1954,1766,3,GasA,Y,1363,0,2010,170592.552003307
60,7800,1Fam,7,6,2,0,5,1976,880,2,GasA,Y,1152,0,2008,170754.054173375
56,2268,1Fam,7,5,1,1,8,2006,1080,3,GasA,Y,1262,0,2007,158908.641588238
79,8529,1Fam,8,5,1,1,7,1954,1268,3,GasA,Y,1928,0,2006,205172.049019689
80,7200,1Fam,6,5,2,1,5,2004,660,2,GasA,Y,1236,0,2007,130327.474548825
62,8400,1Fam,5,5,2,0,5,1900,648,3,GasA,Y,912,0,2009,91233.1804652263
60,21750,1Fam,5,5,1,0,5,1978,684,3,GasA,Y,914,0,2006,138271.522235581
99,8200,TwnhsE,7,5,1,1,9,1999,861,3,GasA,Y,2775,0,2007,261619.267131024
50,7677,1Fam,7,7,1,1,5,1914,1517,2,GasA,N,1473,0,2008,176599.113799848
50,15660,1Fam,6,6,1,0,6,1927,1833,4,GasA,Y,1306,0,2006,188518.472909595
70,8800,1Fam,5,5,1,1,6,1998,1486,3,GasA,Y,1710,0,2006,175126.125679864
80,7200,1Fam,8,5,2,1,6,2003,864,4,GasA,Y,1431,0,2007,209627.76079388
60,10437,1Fam,6,5,1,0,7,1979,1568,4,GasA,Y,1320,0,2007,197845.565508196
50,11900,1Fam,5,5,2,1,7,2007,1127,3,GasA,Y,1588,0,2009,193921.754056491
76,8125,1Fam,7,7,2,1,7,1975,3094,4,GasA,Y,1029,0,2010,224794.935130299
50,10624,TwnhsE,5,5,2,0,7,1968,894,3,GasA,Y,2158,0,2007,116346.761680895
52,8892,1Fam,7,5,1,0,8,1964,1554,3,GasA,Y,2142,0,2006,189625.582054813
60,15660,1Fam,10,6,2,1,9,1970,832,2,GasA,Y,1604,0,2007,227226.118393433
42,9765,1Fam,7,6,1,1,4,1951,960,2,GasA,Y,1600,0,2007,163794.68671569
57,7200,1Fam,5,5,1,1,7,1980,0,4,GasA,Y,1517,0,2007,142800.57155495
67,9967,1Fam,4,5,2,1,6,1955,525,2,GasA,Y,1471,0,2008,110848.934349834
62,10656,1Fam,7,7,3,0,6,1979,1117,3,GasA,Y,1936,0,2009,229607.308282739
50,7750,1Fam,7,5,2,0,8,1955,1316,3,GasA,Y,2020,0,2009,205776.771251942
21,9120,1Fam,6,5,2,2,6,1967,696,3,GasA,Y,958,0,2009,103351.255712403
70,4928,1Fam,5,9,2,1,8,1893,1078,2,GasA,Y,1802,0,2009,150161.779445656
75,9017,1Fam,5,7,2,0,6,2008,683,4,GasA,Y,1301,0,2008,168865.079397155
88,12203,1Fam,7,5,2,1,7,2003,1001,3,GasA,Y,2019,0,2007,251047.403425768
70,5784,1Fam,4,7,2,0,6,1952,1572,2,GasA,Y,1939,0,2010,159820.99936437
74,9600,1Fam,5,7,2,0,7,1990,945,2,GasA,Y,848,0,2009,130428.353165731
75,6380,1Fam,6,5,2,1,7,2007,816,3,GasA,Y,2161,0,2008,225255.86828336
60,5820,1Fam,5,5,2,1,8,1914,1686,2,GasA,N,1824,0,2009,149498.670790514
65,6000,1Fam,6,7,1,1,9,1950,955,4,GasA,Y,1776,0,2009,152273.803251599
60,8800,1Fam,6,5,2,1,5,1977,1240,1,GasA,Y,2403,0,2006,260781.750647682
44,20896,1Fam,6,7,2,1,6,1973,1078,3,GasA,Y,1152,0,2008,158922.441433171
65,9900,1Fam,7,5,0,1,6,1953,1161,2,GasA,Y,1742,0,2010,169259.703293225
78,5820,TwnhsE,5,5,2,0,5,1961,894,3,Wall,Y,3608,0,2007,201917.047912859
80,9600,TwnhsE,8,6,1,1,8,1974,1394,2,GasA,Y,2183,0,2009,243418.079044245
86,32668,1Fam,8,5,2,1,7,1990,1442,3,GasA,Y,894,0,2007,249201.020329594
82,46589,1Fam,4,5,2,1,6,1977,2121,5,GasA,Y,1269,0,2008,213007.484758901
84,7917,TwnhsE,7,5,1,0,6,1964,910,3,GasA,Y,886,0,2006,144175.996684867
60,7064,1Fam,5,7,2,1,7,1967,847,3,GasA,Y,899,0,2010,130534.142382601
50,7200,1Fam,8,6,2,1,3,1965,955,4,GasA,Y,1567,0,2009,174376.037688613
82,9600,1Fam,7,5,1,1,8,1988,832,3,GasA,Y,1629,0,2006,190771.445580966
60,6120,1Fam,6,8,2,0,5,2004,780,4,GasA,Y,1432,0,2008,166272.773407075
110,8960,1Fam,5,4,2,1,6,1920,1392,3,GasA,Y,1818,0,2007,150675.179697162
78,11900,1Fam,5,2,1,1,10,1900,528,6,GasA,Y,1869,0,2006,112192.418931118
85,5784,1Fam,5,5,2,1,5,1950,689,3,GasA,N,1057,0,2008,59378.948723851
77,13837,1Fam,7,5,1,1,6,2009,952,2,GasA,Y,925,0,2009,159164.238819576
95,6173,2fmCon,7,5,2,0,4,1967,847,4,GasA,Y,1284,0,2006,130139.292214482
34,11228,1Fam,5,7,2,1,5,1948,1040,2,GasA,Y,1370,0,2009,151060.240386403
75,8450,1Fam,7,6,1,0,7,1962,832,2,GasA,Y,672,0,2006,134779.307722149
60,11425,1Fam,7,8,2,1,8,1985,923,3,GasA,Y,981,0,2007,154392.526690066
108,9453,1Fam,5,5,1,0,6,2006,1848,2,GasA,Y,1852,0,2008,215356.643599826
65,9453,1Fam,5,5,3,1,8,1971,1040,3,GasA,Y,4316,0,2007,299428.360429936
24,8791,1Fam,8,5,2,0,7,1961,764,3,GasA,Y,904,0,2008,138388.967998719
24,7180,1Fam,5,7,2,0,7,2005,808,3,GasA,Y,1700,0,2008,170196.818000343
24,7175,1Fam,5,5,2,0,5,1992,736,3,GasA,Y,1306,0,2006,155952.62920873
78,3072,1Fam,6,5,2,1,4,1922,1054,3,GasA,Y,864,0,2006,115507.259099598
60,19378,1Fam,8,5,2,0,6,1971,680,3,GasA,Y,1220,0,2008,198793.419585223
70,6204,1Fam,7,5,2,0,7,1941,1097,2,GasA,Y,747,0,2009,111105.56088551
24,11670,1Fam,6,6,2,0,10,1967,1496,3,GasA,Y,1092,0,2007,186601.667474818
77,9600,1Fam,7,4,2,0,9,1993,991,3,GasA,Y,1487,0,2010,184401.390626928
67,10603,TwnhsE,5,6,2,0,4,2001,756,3,GasA,Y,754,0,2007,101236.084272777
34,8400,1Fam,6,7,1,0,5,1970,1650,3,GasA,Y,2259,0,2009,214393.604748717
41,2117,1Fam,4,5,2,0,5,2005,707,3,GasA,Y,1479,0,2006,137984.614450421
48,9313,Twnhs,5,5,1,0,7,1997,798,2,GasA,Y,1600,0,2008,124688.327388337
60,8773,1Fam,5,5,1,1,6,1958,955,5,GasA,Y,1604,0,2007,130892.538069301
51,9245,1Fam,5,8,2,0,6,1948,720,3,GasA,Y,980,0,2010,135628.260376483
36,9452,Duplex,4,5,2,1,7,1998,1581,3,GasA,Y,1718,0,2007,197271.136617951
92,9554,TwnhsE,9,6,2,1,6,1996,1028,3,GasA,Y,1110,0,2006,212636.441871039
111,11700,1Fam,6,5,2,0,6,1994,1092,3,GasA,Y,1040,0,2006,126062.454084328
110,8760,1Fam,6,6,2,1,5,1925,845,3,GasA,Y,2090,0,2008,195421.714670513
44,3230,1Fam,7,6,1,0,5,1993,1208,3,GasA,Y,1487,0,2007,182040.10877597
50,10410,1Fam,5,8,2,0,5,1976,600,3,GasA,Y,1437,0,2009,168076.904477916
78,11988,TwnhsE,4,5,2,1,5,2005,1156,2,GasA,N,1067,0,2008,160548.014710668
98,10530,Twnhs,7,5,2,0,8,1976,1726,3,GasA,Y,1494,0,2009,192696.636036401
80,8475,Duplex,6,6,2,1,8,1996,680,2,GasW,Y,1577,0,2007,175668.12301664
79,6435,1Fam,7,2,2,0,5,1967,672,3,GasW,Y,1152,0,2008,123353.097644621
80,15138,1Fam,6,5,2,0,5,1929,1062,4,GasA,Y,864,0,2009,134245.945713272
90,8767,TwnhsE,6,7,2,1,5,1958,1494,3,GasA,Y,1098,0,2007,180376.652104896
121,7472,1Fam,5,5,2,0,5,1971,1010,2,GasA,Y,2320,0,2008,175887.995165886
72,11885,1Fam,6,5,2,0,9,1937,1610,3,GasA,Y,1155,0,2008,160125.024687453
60,4426,1Fam,6,5,2,1,5,1972,1297,1,GasA,Y,1802,0,2007,191289.819445398
55,9000,1Fam,6,5,1,1,8,1961,1682,3,GasA,Y,1484,0,2009,139125.205123859
68,10335,1Fam,5,5,2,1,5,1959,1007,1,GasA,N,902,0,2007,120380.157061101
141,8068,1Fam,7,5,1,0,7,1940,0,2,GasA,Y,1456,0,2008,115882.180611853
63,9100,1Fam,5,5,1,0,8,1976,864,3,GasA,Y,1378,0,2010,141029.047830803
85,10140,1Fam,8,5,2,1,6,1994,384,3,GasA,Y,1288,0,2007,182785.24305311
60,13005,1Fam,7,5,2,0,6,2005,1194,2,GasA,Y,2198,0,2008,256285.035822723
44,9187,Twnhs,6,5,2,0,5,1966,1505,3,GasA,Y,1392,0,2008,177235.883485973
70,21872,1Fam,5,5,1,0,9,1965,1163,3,GasA,Y,1234,0,2008,165094.291150316
122,10637,1Fam,5,5,2,0,7,1940,1184,2,GasA,Y,2087,0,2006,182508.724289106
64,10500,1Fam,7,5,2,0,6,2005,941,2,GasA,Y,1192,0,2010,176945.091624145
78,7922,1Fam,6,6,1,0,7,1930,848,3,GasA,Y,2157,0,2006,162641.559636221
50,11146,TwnhsE,6,6,1,0,9,1951,1176,2,GasA,Y,1242,0,2006,144250.049164046
59,11317,1Fam,7,5,2,0,6,1976,1833,2,GasA,Y,1973,0,2007,230709.498511526
80,14450,Twnhs,7,7,2,1,8,1975,1099,3,GasA,Y,1337,0,2009,223408.406632471
65,11040,1Fam,6,5,1,0,8,1967,910,2,GasA,Y,1456,0,2007,138557.866676668
85,16635,1Fam,6,8,1,1,4,1957,1258,3,GasA,Y,968,0,2008,129935.810123678
55,9531,1Fam,5,5,2,1,6,1965,1260,3,Grav,Y,1003,0,2007,134030.525636146
66,13500,1Fam,9,5,1,0,8,1920,1237,4,GasA,N,1121,0,2008,211490.84121033
60,9100,1Fam,5,5,1,0,7,1972,912,2,GasA,Y,2519,0,2008,142963.578255654
111,5306,1Fam,10,5,1,0,7,1967,2035,3,GasA,Y,914,0,2007,249332.055945965
60,8800,1Fam,6,5,1,0,8,2005,1056,3,GasA,Y,2097,0,2009,190320.098638976
70,1890,1Fam,6,5,2,0,8,2007,1386,3,GasA,Y,2596,0,2006,220366.601780404
80,6270,1Fam,6,4,1,0,7,1963,1057,2,GasA,Y,2515,0,2007,170505.354681867
65,13688,1Fam,8,8,1,0,7,1945,1092,4,GasA,Y,2640,0,2008,249695.283205076
60,7800,1Fam,5,6,2,1,7,1934,1362,3,GasA,N,1796,0,2009,167578.448821558
60,8973,1Fam,6,7,2,0,6,1969,1097,4,GasA,Y,1469,0,2008,161327.89224476
80,8892,1Fam,6,5,1,0,8,1940,742,2,GasA,Y,813,0,2006,80014.8680868665
30,10920,1Fam,7,5,1,1,8,2003,768,3,GasA,Y,1718,0,2010,185417.310953282
68,13286,1Fam,5,7,1,0,8,1961,866,2,GasA,Y,1015,0,2007,149776.280455971
60,16905,1Fam,7,7,2,1,5,1985,658,3,GasA,Y,2654,0,2009,251326.937382956
64,8414,1Fam,5,5,1,0,8,1930,855,3,GasA,Y,899,0,2009,125341.893823731
97,8892,1Fam,7,6,2,0,6,1921,936,3,GasA,Y,1392,0,2010,142924.581555767
61,11040,1Fam,5,5,1,0,8,2000,1145,2,GasA,N,1432,0,2009,165808.589277497
82,10382,1Fam,5,6,2,0,3,1921,1142,4,GasA,N,2084,0,2008,177948.709083583
48,8064,1Fam,5,6,2,0,5,2006,780,2,GasA,Y,1050,0,2007,135051.373703174
30,8712,1Fam,7,5,1,0,7,1920,804,4,GasA,Y,1500,0,2009,148065.575652186
65,8536,1Fam,5,6,1,0,5,1989,1040,2,GasA,Y,1095,0,2006,164638.930170947
48,10011,TwnhsE,6,5,1,1,4,1941,747,3,GasA,Y,901,0,2009,68485.4621242701
60,8500,1Fam,10,5,2,1,5,1993,744,3,GasA,Y,1242,0,2006,224997.556796712
66,7820,1Fam,7,5,2,1,7,1990,728,3,GasA,Y,1680,0,2007,149503.298028842
174,11228,TwnhsE,8,5,2,0,8,2005,924,2,GasA,Y,1869,0,2008,239645.869914677
30,10400,1Fam,6,6,2,0,5,2006,1234,5,GasA,Y,1768,0,2008,196285.621647314
80,10106,1Fam,4,5,1,0,4,1956,944,3,GasA,Y,1812,0,2006,157936.069715976
86,9020,1Fam,6,8,1,0,4,1937,1452,2,GasA,Y,988,0,2006,165826.891178389
60,11694,1Fam,6,5,1,0,7,1986,990,2,GasA,Y,1276,0,2006,130872.33138052
82,9000,TwnhsE,5,6,2,0,6,2008,1417,3,GasA,Y,1694,0,2008,207537.606728383
53,12438,1Fam,5,5,2,1,12,1960,728,3,GasA,Y,729,0,2009,125133.562751689
94,4224,1Fam,5,5,1,1,9,1949,825,4,GasA,Y,1276,0,2007,91252.5696650586
94,12384,1Fam,5,5,0,0,6,1926,944,4,GasA,Y,2113,0,2007,169195.951076872
70,8740,1Fam,6,5,2,0,6,1900,1560,1,GasA,Y,1710,0,2006,154539.380559901
75,12108,1Fam,4,5,2,1,5,1994,832,2,GasA,Y,1216,0,2009,135623.62123912
56,13758,1Fam,8,8,2,1,6,1971,1484,3,GasA,Y,1324,0,2007,262646.442518355
80,11248,1Fam,6,5,1,1,5,1962,770,2,GasA,Y,1152,0,2009,147157.137935861
78,13500,1Fam,4,6,1,0,5,2006,1258,3,GasA,Y,1302,0,2008,172234.234793111
84,13758,1Fam,8,5,2,0,6,1956,648,3,GasA,Y,2223,0,2008,222346.023641555
85,10846,1Fam,8,5,2,1,5,1925,1088,2,GasA,Y,1717,0,2006,184001.459861762
70,8750,1Fam,5,7,2,0,5,2008,983,2,GasA,Y,1924,0,2006,185574.904566986
75,11210,1Fam,7,5,2,0,8,1936,1080,3,GasA,Y,1456,0,2009,162762.537383498
60,8777,1Fam,7,7,1,0,5,1998,735,2,GasA,Y,1682,0,2009,220184.343374726
80,4438,1Fam,8,6,1,1,7,2007,900,2,Grav,Y,1086,0,2007,186798.235408036
57,14364,1Fam,7,5,1,0,5,2002,870,2,GasA,Y,2374,0,2006,192239.161807297
93,9600,TwnhsE,6,5,1,0,7,2005,864,3,GasA,Y,1498,0,2010,142822.901022136
34,11200,1Fam,6,7,1,0,9,1961,660,2,GasA,Y,988,0,2007,144196.521873032
60,7535,1Fam,9,6,2,0,7,1916,1422,3,GasA,Y,894,0,2009,272736.444295427
60,8410,1Fam,7,5,1,0,7,2007,1350,3,GasA,N,1968,0,2007,254356.304283878
65,9291,1Fam,6,3,1,0,5,1972,924,3,GasA,Y,2078,0,2007,160129.546133209
67,17104,1Fam,3,7,3,0,8,1965,190,4,GasA,Y,1517,0,2010,122340.249350123
65,7920,1Fam,6,5,1,0,6,1979,861,3,GasA,Y,2872,0,2009,195579.760578306
75,13472,1Fam,7,9,1,0,7,2004,1112,3,GasA,N,630,0,2007,149559.842063296
84,9400,1Fam,4,7,2,0,5,1934,864,4,GasA,Y,1713,0,2008,155023.510034012
50,7200,Twnhs,8,6,2,0,5,1996,1117,3,GasA,Y,1400,0,2006,253756.123670776
60,13907,TwnhsE,8,6,2,1,7,1957,1086,2,GasA,Y,1665,0,2007,196823.455116794
70,8777,TwnhsE,7,9,1,1,10,1958,861,2,GasA,Y,1165,0,2007,175002.682454282
85,7937,1Fam,7,5,1,0,5,1973,2136,3,GasA,Y,789,0,2007,191884.276102617
55,10142,1Fam,6,5,1,0,7,1958,1728,3,GasA,Y,1593,0,2009,210818.571332601
174,6292,Duplex,7,5,2,0,10,1974,1763,3,GasA,Y,1718,0,2007,195905.191811663
21,14115,1Fam,6,5,2,0,7,1940,1228,3,GasA,Y,1340,0,2010,131620.301297248
90,8450,1Fam,7,5,2,0,6,1997,848,4,GasA,Y,1614,0,2008,188161.437518849
85,10140,1Fam,5,5,1,1,5,1978,1214,2,GasA,Y,1184,0,2009,168694.589435123
86,7388,1Fam,6,8,2,1,7,1945,970,6,GasA,Y,1888,0,2010,203025.61476509
105,10150,1Fam,6,5,2,0,6,1962,848,4,GasA,Y,1320,0,2006,125983.419843532
54,8892,TwnhsE,8,7,2,1,7,1966,864,1,GasA,Y,2417,0,2009,247313.359346474
60,10197,1Fam,5,7,2,0,7,1983,1566,2,GasA,Y,3140,0,2010,222166.8450386
68,10542,1Fam,6,5,2,0,7,1910,1391,3,GasA,Y,1718,0,2007,121918.796620762
60,7200,Duplex,7,5,2,0,4,1918,808,3,Grav,N,1430,0,2008,135257.126799167
81,8480,TwnhsE,5,5,1,0,4,2006,894,4,GasA,Y,813,0,2008,124431.451276422
80,9056,TwnhsE,8,4,2,1,9,2006,654,2,GasA,Y,2172,0,2007,275765.933489823
50,5000,1Fam,5,6,1,0,7,2005,1370,3,GasA,Y,2098,0,2008,151088.658600309
87,21384,1Fam,4,5,1,1,9,1977,1720,3,GasA,Y,1416,0,2007,203527.977602597
