Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
8548,45,9042,1Fam,6,5,2,0,6,1955,912,3,GasA,Y,2183,0,2010,144186.573546003
8549,24,3000,1Fam,8,5,1,1,8,2003,928,4,GasA,Y,1248,0,2010,180731.799464228
8550,68,11911,1Fam,7,6,2,0,4,1975,650,2,GasA,Y,864,0,2006,128768.932833836
8551,,7200,1Fam,5,5,2,0,4,1954,1614,4,GasA,Y,900,0,2006,197260.526244914
8552,,5784,1Fam,7,7,2,0,6,1960,994,3,GasA,Y,1526,0,2009,150373.720593398
8553,,15865,1Fam,5,6,2,0,9,1925,735,2,GasA,Y,1632,0,2009,123749.913348537
8554,65,9550,1Fam,9,5,1,0,6,1976,630,1,GasA,Y,858,0,2006,191976.173992156
8555,80,13500,1Fam,7,7,2,0,5,1940,793,3,GasA,Y,1792,0,2007,221713.130493862
8556,91,13000,1Fam,7,5,1,0,7,1965,1040,2,GasA,N,1314,0,2007,156824.784504868
8557,,10142,2fmCon,6,6,2,0,4,1998,1391,3,GasA,Y,1500,0,2006,168811.305350953
8558,64,13891,1Fam,8,5,1,0,10,1953,1040,2,GasA,Y,1617,0,2006,222648.18643429
8559,,11241,1Fam,8,7,1,1,8,1910,1160,3,GasA,Y,1577,0,2006,189647.82693409
8560,109,50271,1Fam,7,7,1,0,8,1965,1040,3,GasA,Y,1800,0,2007,211589.167412118
8561,128,5330,TwnhsE,5,7,1,0,6,2004,756,4,GasA,Y,1632,0,2009,142405.396260217
8562,75,9200,1Fam,6,6,2,1,7,1992,1060,3,GasA,Y,1506,0,2007,198044.84396886
8563,80,1680,1Fam,7,5,2,1,6,2001,2121,3,GasA,Y,1306,0,2009,194130.048309407
8564,60,9120,1Fam,5,5,2,1,4,2008,948,3,GasA,Y,1856,0,2008,199748.961776969
8565,68,6000,1Fam,6,6,1,0,7,1963,884,4,GasA,Y,990,0,2007,111218.752402708
8566,69,8529,1Fam,6,8,1,0,4,1880,2217,2,GasA,N,1616,0,2009,157404.304894744
8567,73,7820,1Fam,7,7,2,0,5,1940,1686,3,GasA,Y,1651,0,2010,186670.70117417
8568,50,10603,2fmCon,6,4,1,0,5,1930,0,3,GasA,Y,1610,0,2007,104315.32091199
8569,21,8633,1Fam,5,5,1,0,6,2005,1367,2,GasA,Y,1680,0,2006,171952.9087583
8570,,6000,1Fam,7,5,1,0,7,1976,960,3,GasA,N,968,0,2006,166884.607680812
8571,,13704,1Fam,6,5,2,0,4,1954,651,2,GasA,Y,1573,0,2006,174761.726193493
8572,49,11302,2fmCon,5,5,3,1,6,1999,765,3,GasA,Y,1192,0,2009,147079.985964123
8573,105,31770,1Fam,4,5,1,1,7,2004,1181,4,GasA,Y,1680,0,2006,182516.772132616
8574,116,8712,1Fam,5,5,2,0,5,1954,1391,3,GasA,Y,1232,0,2009,121797.545640968
8575,91,7892,1Fam,4,5,1,1,8,1949,1572,3,GasA,Y,1720,0,2008,125663.641127383
8576,78,14585,2fmCon,9,5,2,0,7,1955,696,2,GasA,Y,1214,0,2008,175980.570594784
8577,70,6420,1Fam,6,7,2,0,5,1910,697,2,GasA,Y,1223,0,2006,119796.587368977
8578,90,9158,1Fam,5,7,2,1,4,1993,990,3,GasA,Y,1382,0,2006,158095.560589953
8579,,11414,1Fam,7,5,1,0,6,1926,596,3,GasA,Y,1375,0,2007,160564.838563863
8580,57,14850,2fmCon,7,5,2,0,5,1949,954,3,GasA,Y,1940,0,2006,212724.260193322
8581,,11425,1Fam,6,6,2,0,7,1921,816,2,GasA,Y,1340,0,2009,126664.219037719
8582,75,16259,1Fam,3,7,1,0,6,1985,808,3,GasA,Y,1617,0,2009,183929.148323632
8583,,31770,1Fam,7,5,2,0,9,1970,796,2,GasA,Y,752,0,2008,146810.019803942
8584,88,8741,1Fam,9,5,2,0,5,1998,807,3,GasA,Y,1529,0,2007,244689.074213896
8585,60,9000,1Fam,6,5,1,0,9,2003,1293,3,GasA,Y,1215,648,2007,154442.579076385
8586,,14157,1Fam,6,5,1,0,6,1959,720,2,GasA,Y,1392,0,2008,138663.729591413
8587,50,8487,Twnhs,5,5,2,1,5,1961,1080,4,GasA,Y,1406,0,2006,133647.586090055
8588,79,19378,1Fam,6,5,1,0,8,1999,990,3,GasA,Y,1184,0,2006,186426.971197926
8589,65,8877,1Fam,5,4,2,1,7,1920,1028,2,GasA,Y,1040,0,2007,89021.6059526492
8590,313,13869,1Fam,5,5,2,0,6,1976,992,3,GasA,Y,1146,0,2006,125872.857804832
8591,50,9937,TwnhsE,8,5,1,1,7,1995,960,2,GasA,Y,1446,0,2008,211174.252950788
8592,,10400,Duplex,7,5,1,1,7,1992,880,4,GasA,Y,1028,0,2007,161977.564172235
8593,50,6120,1Fam,7,5,1,0,3,2010,1117,4,GasA,Y,2019,0,2010,225897.673508859
8594,55,10400,2fmCon,6,8,2,1,5,1963,1121,3,GasA,Y,1767,0,2008,171902.716183547
8595,61,53107,1Fam,7,5,2,0,6,1988,1800,3,GasA,Y,1779,0,2007,266560.95223851
8596,42,2308,1Fam,7,7,1,0,6,1949,1080,3,GasA,Y,987,0,2007,135532.854531557
8597,100,7313,1Fam,7,6,1,1,6,2003,700,4,GasA,Y,1375,0,2008,151670.038150939
8598,43,8500,1Fam,7,7,2,0,9,1965,896,3,GasA,Y,1493,0,2006,172327.441143487
8599,75,11333,1Fam,4,5,1,0,7,2001,816,4,GasA,Y,2240,0,2006,193340.175062292
8600,80,16033,1Fam,8,5,1,0,7,1998,616,3,GasA,Y,972,0,2009,188053.251541213
8601,47,10142,1Fam,7,5,1,0,7,2005,1160,3,GasA,Y,1920,0,2009,203507.540104244
8602,118,10175,1Fam,5,5,2,0,9,1954,1127,3,GasA,Y,1040,0,2007,146360.853616341
8603,76,11846,1Fam,7,7,2,0,6,2002,1374,2,GasA,Y,1713,0,2009,240082.363317066
8604,21,9571,1Fam,6,5,2,0,7,2000,372,3,GasA,Y,1968,0,2008,189388.223541105
8605,92,4671,1Fam,7,5,1,0,7,1998,1444,3,GasA,Y,2008,0,2009,268916.066345192
8606,,10624,1Fam,4,5,2,0,7,1988,764,3,GasA,Y,1720,0,2010,146412.107258623
8607,50,12400,1Fam,7,5,2,0,3,1900,1473,3,GasA,Y,1502,0,2006,189479.309164955
8608,70,11952,TwnhsE,8,5,2,0,6,2000,1128,3,GasA,Y,1600,0,2009,218971.232464299
8609,74,11645,1Fam,5,5,1,1,7,1982,1554,3,GasA,Y,882,0,2008,138623.749357047
8610,67,11287,1Fam,4,5,1,0,7,2002,1262,3,GasA,Y,848,0,2006,141783.20283433
8611,70,8472,1Fam,7,6,2,0,5,1984,788,2,GasA,Y,1801,0,2008,201512.798653658
8612,130,8470,Twnhs,6,5,1,1,7,1992,804,2,GasA,Y,1217,0,2006,136420.283335562
8613,75,13284,1Fam,7,7,2,0,7,2008,1518,4,GasA,Y,1701,0,2007,237320.311918876
8614,63,13704,1Fam,5,5,1,1,5,1924,948,3,GasA,Y,1640,0,2007,143734.963517983
8615,50,9500,1Fam,5,6,1,0,6,1997,793,2,GasA,Y,965,0,2007,131021.075215044
8616,60,8820,1Fam,8,6,2,1,6,2004,1097,3,GasA,Y,894,0,2010,198321.86054404
8617,60,8633,1Fam,8,5,1,0,6,1958,1067,3,GasA,Y,1358,0,2006,180846.483819219
8618,44,9000,Twnhs,7,7,1,1,6,2006,1004,4,GasA,Y,1203,0,2007,218843.349058903
8619,44,10603,1Fam,3,5,1,1,7,2000,968,3,GasA,Y,1086,0,2006,113007.68256938
8620,92,8250,1Fam,7,5,2,0,6,1922,697,4,GasA,Y,1712,0,2008,144404.631578679
8621,50,12376,1Fam,6,5,2,0,8,1940,725,5,GasA,N,999,0,2006,134351.47711021
8622,82,6120,2fmCon,7,5,2,0,6,2000,794,3,GasA,Y,2054,0,2008,200853.207932931
8623,70,7056,1Fam,5,5,1,0,7,1981,718,3,GasA,Y,1479,0,2008,150307.559350801
8624,85,12735,1Fam,8,6,1,0,8,2001,1856,3,GasA,Y,630,0,2010,280680.358817121
8625,79,7056,1Fam,6,5,2,0,11,2002,840,4,GasA,Y,914,0,2008,127427.568870653
8626,,6324,1Fam,8,7,2,0,8,1960,1976,4,GasA,Y,955,0,2010,181355.65379044
8627,55,11553,1Fam,4,5,1,0,6,2003,1080,4,GasA,Y,936,0,2009,127370.042178841
8628,140,9100,1Fam,6,5,1,0,7,1999,1029,2,GasA,Y,1564,0,2007,210668.958485663
8629,66,11846,1Fam,6,5,0,0,8,1957,1258,2,GasA,Y,980,0,2006,146959.32123948
8630,68,8740,Twnhs,8,5,1,0,8,2008,1684,3,GasA,Y,1743,0,2008,263963.100935825
8631,50,10800,Duplex,6,5,1,0,7,1957,806,3,GasA,Y,2515,0,2007,121154.67602751
8632,43,9170,1Fam,6,5,2,1,6,1996,892,6,GasA,Y,1700,0,2007,163412.696884989
8633,,12144,TwnhsE,7,5,2,0,7,1965,876,3,GasA,Y,1728,0,2007,185510.469232784
8634,141,9920,Duplex,4,5,2,1,7,1994,1095,3,GasA,Y,1310,0,2008,166107.822014093
8635,70,12182,1Fam,8,7,1,0,4,1965,918,2,GasA,Y,1728,0,2007,203194.749247109
8636,116,14000,1Fam,6,5,1,1,8,1962,1410,2,GasA,Y,980,0,2009,150644.056209689
8637,110,11700,TwnhsE,4,5,1,1,8,1988,1316,2,GasA,Y,848,0,2008,117387.459001253
8638,75,7892,1Fam,6,5,2,0,6,1998,1482,3,GasA,Y,1429,0,2009,180810.382688744
8639,63,10530,TwnhsE,5,5,1,0,8,1959,1580,2,GasA,Y,1086,0,2009,117484.835103745
8640,,8791,1Fam,6,5,1,0,3,1880,740,3,GasA,Y,1165,0,2010,95009.8810061761
8641,87,6120,2fmCon,6,6,1,0,2,1940,440,6,GasA,N,1800,0,2007,105452.15045881
8642,71,10382,1Fam,9,7,2,0,8,1955,798,2,GasA,Y,999,0,2009,205632.612141837
8643,,7200,Twnhs,5,2,1,1,5,1967,0,2,GasA,Y,2504,0,2007,161140.309116889
8644,75,8520,1Fam,5,5,1,1,5,1997,1580,3,GasA,Y,1431,0,2007,196615.944196568
8645,60,10625,1Fam,8,5,2,1,3,1993,0,3,GasA,Y,3493,0,2006,301906.828882041
8646,79,11340,1Fam,6,5,3,1,6,2001,1288,2,GasA,Y,1484,0,2009,217498.206736883
8647,87,7875,Duplex,8,5,2,0,6,2002,1237,3,GasA,Y,2364,0,2006,287237.56069953
8648,86,7875,1Fam,8,5,2,1,6,1971,1252,3,GasA,Y,1232,0,2008,196176.942385468
8649,40,13500,2fmCon,6,5,1,0,8,1959,1237,3,GasA,Y,1590,0,2007,162041.37968223
8650,75,8176,1Fam,4,5,2,0,5,2009,1350,4,GasA,Y,1573,0,2009,204708.557320795
8651,,8849,1Fam,5,5,2,0,5,1939,793,3,GasA,Y,1212,0,2009,105957.438723136
8652,85,13101,1Fam,7,5,2,2,8,1997,1151,3,GasA,Y,1314,0,2010,214796.483205493
8653,88,5820,1Fam,7,5,2,1,5,2001,1517,2,GasA,Y,1600,0,2007,254953.124208577
8654,75,9187,1Fam,7,7,1,0,6,1978,912,3,GasA,Y,1478,0,2007,181695.431071644
8655,78,7742,1Fam,7,7,2,0,6,2005,780,3,GasA,Y,990,0,2007,186390.107787788
8656,,9786,1Fam,5,7,2,1,7,1973,1318,2,GasA,Y,1336,0,2007,159226.882386158
8657,64,9600,1Fam,5,5,2,0,5,1910,876,1,GasA,Y,1360,0,2007,91064.6478085269
8658,50,13072,1Fam,9,5,2,1,7,1982,907,2,GasA,Y,1479,0,2008,273475.247071751
8659,50,11500,1Fam,6,5,1,1,6,2008,1040,1,GasA,Y,1337,0,2010,142358.122245708
8660,80,8248,1Fam,5,5,2,1,5,2004,1210,2,GasA,Y,1363,0,2006,172052.061897746
8661,35,7795,Duplex,6,6,1,1,7,1977,944,3,GasA,Y,1742,0,2009,145226.692296605
8662,75,7917,1Fam,3,5,2,1,7,1920,1136,3,GasA,N,1470,0,2009,124467.414263453
8663,64,7800,1Fam,4,6,2,0,5,1999,506,4,GasA,Y,729,0,2006,145804.226928211
8664,,14803,1Fam,8,5,2,0,7,2003,870,2,GasA,Y,1430,0,2009,218400.576874724
8665,50,12046,TwnhsE,7,5,2,0,5,1958,1814,4,GasA,Y,1269,0,2008,209096.603391761
8666,49,4280,TwnhsE,8,7,3,2,6,2005,777,6,GasA,Y,2290,0,2008,254263.331055536
8667,76,11287,1Fam,10,5,1,0,6,1949,756,2,GasA,N,1340,0,2007,196316.830923854
8668,70,11287,1Fam,5,6,1,0,6,2003,0,3,GasA,Y,1670,0,2009,160572.246146975
8669,,9452,1Fam,6,6,2,1,6,1995,894,2,GasA,Y,2138,0,2008,192629.928701736
8670,59,7050,TwnhsE,8,5,1,0,6,1954,1196,3,GasA,Y,2392,0,2006,266259.5939646
8671,110,19138,1Fam,6,3,1,0,7,1995,1070,4,GasA,Y,3279,0,2010,212469.706526892
8672,86,14364,1Fam,3,5,1,0,12,1960,894,3,GasA,Y,1774,0,2006,144308.7071937
8673,59,10628,1Fam,8,6,1,1,6,1969,768,4,GasA,Y,2134,0,2009,229933.151985012
8674,40,14000,1Fam,7,5,2,1,6,1924,816,3,GasA,Y,1479,0,2008,140464.583352785
8675,60,9525,1Fam,5,7,1,1,10,1977,969,2,GasA,Y,1414,0,2008,163271.010631756
8676,86,8450,TwnhsE,8,5,2,0,6,2005,715,5,GasA,Y,1350,0,2007,169215.268367129
8677,,9303,1Fam,5,6,2,0,6,2007,1478,3,GasA,Y,1750,0,2006,219823.219068702
8678,66,12354,1Fam,4,5,2,0,8,2001,1084,2,GasA,Y,1196,0,2008,135911.973437658
8679,70,7851,1Fam,8,7,2,0,7,1993,630,3,GasA,Y,1225,0,2007,167029.375766166
8680,65,9600,1Fam,6,7,2,1,10,1940,1417,2,GasA,Y,854,0,2010,170311.856592089
8681,,11787,1Fam,5,5,2,0,6,2004,483,4,GasA,Y,1148,0,2007,94794.2943683366
8682,98,12205,1Fam,5,7,2,1,9,1998,0,2,GasA,Y,1764,0,2009,197073.071891276
8683,55,9464,2fmCon,8,5,2,0,5,1941,637,2,GasA,Y,1709,0,2006,189516.652246718
8684,60,5310,1Fam,7,6,2,0,3,2005,882,2,GasA,N,1092,0,2010,153268.541649281
8685,67,6120,TwnhsE,6,6,1,0,7,1972,924,3,GasA,Y,1839,0,2006,119289.048368392
8686,110,14450,1Fam,5,5,1,0,6,1972,882,3,GasA,N,2110,0,2007,180839.491552293
8687,85,8760,1Fam,4,5,1,0,8,1965,1028,2,GasA,Y,3608,0,2006,201373.619795334
8688,,16226,1Fam,6,5,2,1,7,1920,1582,3,GasA,Y,864,0,2007,129961.757493707
8689,59,3182,1Fam,4,7,2,0,6,2006,1494,3,GasA,Y,1365,0,2009,198054.54959681
8690,75,13125,1Fam,5,6,1,0,8,1939,1080,3,GasA,Y,910,0,2006,140421.513671587
8691,,8712,Twnhs,7,6,1,0,7,1945,1424,3,GasA,Y,1632,0,2009,184180.144439024
8692,101,12677,1Fam,5,4,2,0,7,1885,912,5,GasA,Y,1340,0,2009,105516.133409979
8693,47,7930,1Fam,4,5,1,0,8,1973,979,3,GasA,Y,1516,0,2008,94635.5047953669
8694,81,7200,1Fam,6,5,2,0,5,1968,1064,4,GasW,Y,1428,0,2007,150520.875721186
8695,60,8064,1Fam,6,6,1,0,8,1957,1225,3,GasA,Y,1411,0,2010,123993.202490457
8696,79,2308,1Fam,6,5,2,0,6,2007,990,3,GasA,N,1432,0,2006,167516.206924841
8697,60,9400,1Fam,6,8,1,0,5,2005,907,4,GasA,Y,1516,0,2006,108166.619439469
8698,80,5395,1Fam,6,5,1,1,6,1982,1414,3,GasA,Y,968,0,2008,122502.82464216
8699,50,11500,1Fam,5,5,2,0,5,1961,617,3,GasA,Y,1536,0,2009,143281.726676762
8700,85,25419,1Fam,7,5,2,0,7,1952,440,3,GasA,Y,1908,0,2009,205047.612472079
8701,44,6768,Duplex,5,4,2,0,10,1966,956,3,GasA,Y,1704,0,2008,126790.237793389
8702,,7420,TwnhsE,10,5,2,0,9,1965,1145,3,GasA,Y,1304,0,2009,228927.054223151
8703,24,8172,1Fam,5,5,1,0,7,2008,2035,2,GasA,Y,1520,0,2008,187639.937752991
8704,115,10335,1Fam,8,5,1,1,9,1992,1029,3,GasA,Y,1314,0,2006,201970.60227894
8705,99,9937,TwnhsE,7,5,1,0,7,1920,660,3,GasA,Y,767,0,2008,96409.9309323967
8706,39,6300,TwnhsE,8,5,1,1,8,1949,1105,3,GasA,Y,1057,0,2006,169155.447137656
8707,82,9480,1Fam,7,7,1,0,9,1938,936,0,GasA,N,894,0,2007,171745.883318498
8708,,8120,1Fam,8,5,2,0,9,1976,840,3,GasA,Y,1929,0,2009,191962.037892651
8709,54,9600,1Fam,7,6,1,0,8,2005,1518,4,GasA,Y,840,0,2007,171182.918169939
8710,76,13125,1Fam,4,7,1,1,8,1924,1728,4,GasA,Y,1718,0,2007,196891.570387029
8711,,13811,1Fam,6,6,1,1,6,2004,1040,2,GasA,Y,1536,0,2009,187698.325553911
8712,60,9206,1Fam,7,5,2,0,6,1995,1024,3,GasA,Y,2119,0,2008,237103.472726807
8713,50,5520,1Fam,5,4,1,1,5,1959,1842,3,GasA,Y,1040,0,2010,121766.947160504
8714,71,8877,1Fam,5,6,2,0,5,1948,689,3,GasA,Y,1362,0,2006,137434.119899754
8715,60,21535,TwnhsE,8,5,2,1,5,1980,1165,2,GasA,Y,1296,0,2008,240627.46142995
8716,87,21750,2fmCon,6,3,1,0,8,1912,1383,3,GasA,Y,918,0,2006,44014.9386822012
8717,110,2117,1Fam,6,5,2,1,8,2003,784,1,GasA,Y,2730,0,2006,213887.974122954
8718,60,7200,1Fam,5,5,2,0,6,1969,1225,3,GasA,Y,960,0,2008,134114.349715326
8719,62,12354,1Fam,7,8,1,0,5,1972,1098,2,GasA,Y,1057,0,2006,199370.257903399
8720,64,9600,1Fam,5,5,3,0,6,2005,715,2,GasA,Y,1068,0,2010,177634.637634048
8721,94,6442,1Fam,7,5,1,0,8,1962,1314,2,GasA,Y,1716,0,2008,155199.647923925
8722,,19378,1Fam,7,7,2,1,8,1972,2042,2,GasA,Y,858,0,2009,206523.697999032
8723,40,12160,1Fam,4,6,2,0,4,1951,1056,3,GasA,Y,1768,0,2007,170862.69927014
8724,60,13400,1Fam,5,5,2,0,5,1993,1188,1,GasA,Y,1208,0,2006,151659.650609917
8725,70,8125,Twnhs,8,5,2,0,9,1935,1379,2,GasA,Y,1694,0,2008,194842.935078113
8726,,9313,1Fam,7,5,3,1,6,1915,1392,3,Wall,Y,1928,0,2008,177292.005912936
8727,21,14006,1Fam,5,5,2,0,5,1976,804,3,GasA,Y,1743,0,2006,148420.557663172
8728,48,12474,TwnhsE,5,4,2,0,8,2005,372,3,GasA,Y,2320,0,2006,165944.089723216
8729,41,13860,1Fam,3,5,1,1,8,1975,720,3,GasA,N,1484,0,2008,125203.620667691
8730,80,11317,1Fam,6,5,1,0,6,2005,1237,2,GasA,Y,1520,0,2007,192058.926375539
8731,36,9873,1Fam,9,9,2,0,7,2003,1040,2,GasA,N,1554,0,2009,247101.063499262
8732,68,8520,2fmCon,6,5,2,0,5,2004,1434,3,GasA,Y,1146,0,2009,149528.294543225
8733,65,10125,1Fam,6,7,1,1,7,1926,617,2,GasA,Y,1125,0,2006,139617.34262574
8734,68,16659,1Fam,5,5,3,0,5,1957,1153,2,GasA,Y,832,0,2010,142455.095044011
8735,73,2500,1Fam,8,7,1,0,6,1978,616,3,GasA,Y,1674,0,2007,134887.389179408
8736,50,9453,1Fam,8,5,2,1,8,1999,1392,2,GasA,Y,2019,0,2010,295186.754495115
8737,90,17671,1Fam,8,5,2,1,5,1936,868,2,GasA,Y,1368,0,2009,180618.013547907
8738,70,31770,1Fam,5,5,2,0,5,1999,1032,3,GasA,Y,1317,0,2008,182390.944029783
8739,,12327,1Fam,6,5,1,0,6,1977,982,3,GasA,Y,1509,0,2009,162724.401256008
8740,,12160,1Fam,5,7,2,0,4,2006,795,2,GasA,Y,1436,0,2010,137268.732957367
8741,80,1680,1Fam,6,4,1,0,6,1935,876,3,GasA,Y,1776,0,2010,141868.731410416
8742,30,9600,1Fam,6,7,1,1,5,1966,1566,2,GasA,Y,2574,0,2007,173790.410900717
8743,109,8405,TwnhsE,7,7,2,0,8,1990,1127,3,GasA,Y,1487,0,2009,177886.249098528
8744,,14154,1Fam,7,5,1,0,8,1953,864,3,GasA,Y,1976,0,2008,223264.060419408
8745,,8640,1Fam,5,5,1,0,9,1975,864,3,GasA,Y,1750,0,2008,130451.997154416
8746,80,11700,1Fam,7,5,2,0,7,1954,520,3,GasA,Y,1252,0,2007,143979.274853847
8747,107,8767,1Fam,4,5,2,0,5,2003,1505,3,GasA,Y,1268,0,2010,182093.045708786
8748,75,6120,1Fam,6,5,2,1,6,1959,755,3,GasA,Y,2376,0,2006,180536.286265551
8749,50,12155,TwnhsE,7,6,2,0,9,1908,735,3,GasA,Y,1536,0,2006,156171.657042681
8750,72,6120,1Fam,6,6,2,0,8,1924,924,3,GasA,Y,864,0,2007,126661.145021086
8751,74,11310,1Fam,7,6,2,0,8,2008,1868,2,GasA,Y,987,0,2009,233784.990636537
8752,52,9416,TwnhsE,6,7,1,0,5,1930,951,4,GasA,Y,1360,0,2008,125324.371589835
8753,87,7875,1Fam,7,5,2,1,9,1958,1293,3,GasA,Y,1632,0,2008,183658.60502794
8754,92,12274,Duplex,4,5,1,0,8,1980,709,2,GasA,Y,3228,0,2008,134156.156073399
8755,80,6300,2fmCon,9,5,1,0,6,1974,3138,3,GasA,Y,1575,0,2008,269543.580078065
8756,34,10000,1Fam,8,5,1,0,6,1954,894,2,GasA,Y,1287,0,2006,220936.050371386
8757,50,9170,1Fam,8,8,2,1,9,1987,1386,3,GasA,N,1164,0,2006,173623.824159744
8758,65,9100,1Fam,4,7,2,0,5,1970,832,3,GasA,Y,1656,0,2008,130130.705055072
8759,60,7892,1Fam,8,5,1,0,5,1990,1582,3,GasA,Y,2002,0,2009,245470.374068362
8760,21,9291,1Fam,7,5,2,0,5,1955,485,3,GasA,Y,1352,0,2010,134198.844848399
8761,,14191,1Fam,5,5,1,0,4,1953,952,3,GasA,Y,1097,0,2006,155762.689257222
8762,83,13284,1Fam,7,7,2,0,9,1941,725,3,GasA,Y,1872,0,2008,207989.979095115
8763,,13869,1Fam,8,6,2,1,6,1965,1728,3,GasA,Y,2036,0,2008,260381.912545252
8764,85,14450,1Fam,9,7,2,1,9,2006,1268,3,GasA,Y,1340,0,2006,262726.501158603
8765,50,2308,1Fam,8,5,1,0,5,1997,991,4,GasA,Y,1470,0,2008,191346.0600688
8766,,10800,1Fam,6,7,2,0,9,1960,1070,1,GasA,Y,960,0,2009,141222.085235642
8767,75,6240,1Fam,7,5,2,1,6,1976,768,4,GasA,Y,1518,0,2008,132481.35433402
8768,75,11120,1Fam,6,6,0,0,6,1995,799,3,GasA,Y,2358,0,2009,179457.277442061
8769,60,10839,1Fam,7,6,2,1,8,1982,780,3,GasA,N,1652,0,2006,189553.378670384
8770,,11844,1Fam,5,5,2,1,6,1962,1844,3,GasW,Y,2142,0,2008,209918.801384401
8771,50,5520,1Fam,5,5,1,0,4,2003,789,3,GasA,Y,1674,0,2010,171593.708249791
8772,64,5825,1Fam,7,5,2,0,5,2004,1896,3,GasA,Y,752,0,2008,181538.613058124
8773,21,7700,1Fam,7,5,2,1,6,2007,1392,4,GasA,Y,1552,0,2006,214309.214610195
8774,140,11200,1Fam,5,6,2,0,9,2005,1028,3,GasA,Y,904,0,2008,175549.891439493
8775,32,9382,1Fam,6,4,2,0,7,2000,1088,2,GasA,Y,1466,0,2008,177705.850613315
8776,98,11146,1Fam,7,5,1,1,5,2009,848,2,GasA,Y,1992,0,2006,237786.024246783
8777,24,4438,1Fam,6,5,1,1,7,1926,440,3,GasA,Y,1120,0,2009,88510.3383471503
8778,21,26178,1Fam,5,5,3,0,8,1993,680,3,GasA,Y,1509,0,2009,141020.914818978
8779,61,16669,1Fam,5,4,1,0,6,1995,641,3,GasA,Y,1590,0,2007,132976.865535281
8780,64,8450,1Fam,5,5,1,1,6,1971,953,4,GasA,Y,1285,0,2008,139145.060747237
8781,60,10355,1Fam,6,5,1,1,6,2006,1057,2,GasA,Y,1644,0,2007,154275.608640877
8782,78,8068,2fmCon,4,5,2,0,8,1900,0,3,GasA,N,1068,0,2008,83826.964295065
8783,82,5520,1Fam,6,5,2,0,7,1973,1208,3,GasA,Y,958,0,2007,127234.985057589
8784,85,9786,1Fam,6,7,2,0,9,1946,1264,3,GasA,Y,1556,0,2009,187477.433749813
8785,,8963,1Fam,8,5,2,0,6,1994,1362,3,GasA,Y,864,0,2007,172074.855707151
8786,74,14200,1Fam,4,6,1,0,5,1957,828,3,GasA,N,2414,0,2007,220331.93121199
8787,75,7800,Twnhs,7,7,2,0,7,1946,780,3,GasA,Y,1148,0,2006,141147.557971848
8788,79,7750,TwnhsE,8,7,1,0,6,1958,1482,3,GasA,Y,2417,0,2010,287268.718802948
8789,55,14850,1Fam,6,6,2,0,6,1956,616,3,GasA,Y,1820,0,2007,172994.154026669
8790,70,3072,1Fam,5,7,2,0,5,1980,1440,5,GasA,Y,1786,0,2006,157440.702833116
8791,69,11249,1Fam,5,8,1,1,7,2005,907,4,GasA,Y,861,0,2007,182356.957698435
8792,60,12209,1Fam,8,7,2,1,7,1946,1117,3,GasA,Y,2236,0,2007,235601.45477116
8793,21,5350,TwnhsE,5,5,1,0,6,2002,784,4,GasA,Y,1505,0,2007,190127.757644984
8794,43,11050,1Fam,5,5,1,0,6,1958,1056,3,GasA,Y,1734,0,2006,159844.744388356
8795,51,9286,1Fam,4,6,2,0,8,1980,1117,3,GasA,N,1800,0,2008,131862.239447062
8796,50,8765,1Fam,9,7,2,1,8,2002,720,3,GasA,Y,960,0,2006,213555.75054805
8797,74,7758,1Fam,5,5,2,2,7,1920,480,2,GasA,Y,1048,0,2006,90659.9978489485
8798,65,8800,1Fam,5,5,2,0,4,1948,560,3,GasA,Y,1337,0,2010,130391.41221016
8799,55,9313,1Fam,5,8,1,0,4,1968,0,2,GasA,Y,999,0,2007,90863.8159271274
8800,,3182,1Fam,6,5,2,1,6,1937,1670,4,GasA,Y,720,0,2007,156604.235039365
8801,87,8750,1Fam,6,7,2,0,5,1910,1484,2,GasA,Y,864,0,2008,146048.15317787
8802,80,11040,1Fam,7,5,1,1,4,1976,912,3,GasA,Y,2054,0,2009,196891.973568886
8803,105,11751,1Fam,5,6,2,0,7,2002,1142,4,GasW,N,1768,0,2009,191189.381252033
8804,,5784,1Fam,5,7,2,1,5,1910,847,3,GasA,Y,1786,0,2010,95804.1064555684
8805,60,13568,1Fam,6,5,2,1,7,2006,1145,3,GasA,Y,2158,0,2007,208760.170019278
8806,,7819,Twnhs,8,5,2,1,5,2006,848,1,GasA,Y,1694,0,2006,195167.604670686
8807,78,15660,1Fam,7,6,2,0,6,1977,1086,4,GasA,Y,1428,0,2007,204052.656711428
8808,60,10800,1Fam,6,5,2,1,8,1960,1064,3,GasA,Y,1086,0,2009,144704.159803548
8809,,15611,1Fam,7,5,2,0,7,2004,1136,1,GasA,Y,1719,0,2008,248518.957243378
8810,73,5500,1Fam,4,7,2,1,8,2006,864,3,GasA,Y,1362,0,2006,118568.836503717
8811,85,11616,1Fam,9,5,1,0,8,2005,702,3,GasA,Y,2080,0,2006,279945.103378719
8812,85,13837,1Fam,5,6,1,0,6,2000,1372,3,GasA,Y,1228,0,2009,170851.862859203
